,companyFullName,city,companyLabelList,companySize,createTime,district,education,financeStage,firstType,industryField,positionAdvantage,positionLables,positionName,salary,workYear,,
268,蓝盾信息安全技术股份有限公司,广州,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",500-2000人,2018-03-08 11:30:47,天河区,本科,上市公司,开发/测试/运维类,信息安全,双休、晋升快,"['信息安全', 'php', 'web']",Python开发工程师,12k-22k,1-3年,,
269,武汉市哈哈便利科技有限公司,深圳,[],15-50人,2018-03-07 11:32:05,南山区,本科,天使轮,开发/测试/运维类,"硬件,移动互联网","创业公司,空间大,氛围好","['资深', '高级', 'linux', 'C++', 'qt']",Python开发工程师,15k-30k,3-5年,,
270,深圳市博奥特科技有限公司,深圳,"['绩效奖金', '领导好', '帅哥多', '美女多']",150-500人,2018-03-09 08:35:17,福田区,大专,未融资,开发/测试/运维类,"移动互联网,金融","晋升空间大,五险一金","['金融', '大数据', '数据挖掘', 'django']",Python开发工程师,10k-15k,1-3年,,
271,北京钱方银通科技有限公司,北京,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",150-500人,2018-03-07 10:54:59,朝阳区,本科,B轮,开发/测试/运维类,金融,"试用期全薪,餐补,六险一金,年终奖","['node.js', 'php', 'Java', 'web']",Python开发,20k-30k,3-5年,,
272,北京慕华信息科技有限公司,北京,"['节日礼物', '股票期权', '带薪年假', '氛围轻松']",150-500人,2018-03-05 17:20:10,海淀区,本科,B轮,技术,"移动互联网,教育",来吧，与技术大牛过招吧！,['教育'],Python工程师,15k-25k,1-3年,,
273,便利蜂商贸有限公司,北京,"['弹性工作', '美女多', '帅哥多', '领导好']",2000人以上,2018-02-12 15:43:21,朝阳区,本科,不需要融资,开发/测试/运维类,"移动互联网,生活服务",扁平化,"['总监', '资深', '高级', '中级', '中间件']",python开发,15k-30k,3-5年,,
274,光合新知（北京）科技有限公司,北京,"['产品领先行业', '关注学习本源', '明星跨界团队', '股票期权']",150-500人,2018-03-10 13:37:01,朝阳区,大专,C轮,开发/测试/运维类,"移动互联网,教育","年假15天,免费早午餐,极客范儿,学习氛围好","['高级', '中级', 'php', 'Java']",Python Web开发工程师,15k-30k,1-3年,,
275,上海驻云信息科技有限公司,上海,"['股票期权', '带薪年假', '定期体检', '年度旅游']",150-500人,2018-03-09 16:52:03,浦东新区,大专,C轮,开发/测试/运维类,"移动互联网,企业服务","阿里云,晋升快,空间大",[],Python开发工程师,15k-25k,3-5年,,
276,达疆网络科技（上海）有限公司,上海,"['年底双薪', '绩效奖金', '岗位晋升', '定期体检']",2000人以上,2018-03-09 11:56:45,浦东新区,本科,D轮及以上,开发/测试/运维类,O2O,平台稳定，团队快速发展,"['高级', '中级', 'php', 'Java', 'web']",后端python工程师,15k-25k,1-3年,,
277,多点生活（中国）网络科技有限公司,北京,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",500-2000人,2018-03-09 09:36:04,海淀区,本科,B轮,技术,"电子商务,O2O",1亿美金天使轮，互联网创业公司中的富二代,[],（北京）Python开发工程师,15k-30k,3-5年,,
278,人人行科技有限公司,北京,"['年底双薪', '节日礼物', '绩效奖金', '岗位晋升']",2000人以上,2018-03-09 09:27:42,朝阳区,本科,C轮,开发/测试/运维类,"移动互联网,金融",九鼎控股；有钱任性；六险一金；福利好,"['云计算', '信息安全', '大数据']",Python,15k-25k,1-3年,,
279,企鹅创新（北京）科技有限公司,北京,[],15-50人,2018-03-07 16:45:00,朝阳区,本科,天使轮,开发/测试/运维类,"硬件,移动互联网","Djang,主流Web,数据库","['资深', 'node.js', 'Java']",Python工程师,25k-35k,1-3年,,
280,千言信息技术（上海）有限公司,上海,"['股票期权', '20天年假', '高端医疗保险', '学习基金计划']",50-150人,2018-02-28 17:10:00,静安区,本科,A轮,开发/测试/运维类,"电子商务,教育","国际化团队,福利太多,企业文化,技术驱动","['旅游', '医疗健康', 'php', 'Java', 'Ruby', 'web']",Python工程师,10k-20k,1-3年,,
281,永杨安风（北京）科技有限公司,北京,"['绩效奖金', '专项奖金', '带薪年假', '节日礼物']",50-150人,2018-03-09 18:23:28,朝阳区,本科,B轮,开发/测试/运维类,移动互联网,"海外APP,社/公全额,海外团建,工作居住证","['移动互联网', '广告营销', 'Java', 'golang']",Python研发工程师,15k-25k,1-3年,,
282,上海阅文信息技术有限公司,上海,"['年终分红', '年底双薪', '五险一金', '交通补助']",500-2000人,2018-03-09 13:42:47,浦东新区,本科,上市公司,开发/测试/运维类,移动互联网,"团队好,发展快,福利全","['资深', '高级']",Python开发工程师,15k-25k,5-10年,,
283,北京至信普林科技有限公司,北京,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",50-150人,2018-03-09 09:58:06,海淀区,本科,A轮,开发/测试/运维类,数据服务,平台好，发展空间大,"['金融', '大数据', 'Java']",Python工程师-金融事业部,10k-20k,1-3年,,
284,广州汇电云联互联网科技有限公司,广州,"['扁平化', '不打卡', '氛围好']",50-150人,2018-03-09 09:47:42,天河区,本科,不需要融资,开发/测试/运维类,移动互联网,"扁平化,氛围好","['C#/.NET', 'Node.js', '算法', '爬虫']",Python开发工程师,10k-20k,3-5年,,
285,深圳市博奥特科技有限公司,深圳,"['绩效奖金', '领导好', '帅哥多', '美女多']",150-500人,2018-03-10 15:03:31,福田区,大专,未融资,开发/测试/运维类,"移动互联网,金融","行业前景好,发展空间大","['金融', '大数据', '数据分析', '量化']",Python,10k-20k,1-3年,,
286,马上消费金融股份有限公司,北京,"['股票期权', '年终分红', '绩效奖金', '带薪年假']",2000人以上,2018-02-27 10:26:44,朝阳区,大专,不需要融资,开发/测试/运维类,"金融,移动互联网",年底2-4薪,"['linux', '数据库']",Python开发工程师,20k-30k,3-5年,,
287,北京知源智生信息科技有限公司,北京,"['""""']",50-150人,2018-03-11 15:27:33,海淀区,本科,不需要融资,开发/测试/运维类,移动互联网,技术背景雄厚，福利待遇、学习环境俱佳。,"['数据分析', '数据挖掘']",大数据工程师-python,10K-20K,1-3年,,
288,金色家园网络科技有限公司,北京,"['节日礼物', '带薪年假', '绩效奖金', '管理规范']",2000人以上,2018-03-09 11:35:22,东城区,本科,不需要融资,开发/测试/运维类,O2O,"股票期权,绩效奖金","['云计算', 'Java', '系统架构']",高级python工程师,18k-30k,5-10年,,
289,上海拍拍贷金融信息服务有限公司,上海,"['绩效奖金', '五险一金', '带薪年假', '午餐补助']",2000人以上,2018-03-09 09:46:35,浦东新区,本科,上市公司,开发/测试/运维类,金融,晋升空间大、福利好,['高级'],python工程师,12k-24k,3-5年,,
290,车好多旧机动车经纪(北京)有限公司,北京,"['带薪年假', '弹性工作', '免费班车', '美女多']",2000人以上,2018-03-08 18:31:03,,本科,B轮,技术,O2O,核心项目 BI方向 等你来挑战,['汽车'],Python,20k-30k,1-3年,,
291,上海众言网络科技有限公司,苏州,"['技能培训', '节日礼物', '年底双薪', '绩效奖金']",150-500人,2018-03-07 20:26:17,工业园区,本科,B轮,开发/测试/运维类,移动互联网,"带薪年假,定期体检,五险一金,福利多多","['后端开发', 'web', '爬虫', '全栈']",Python,6k-12k,1-3年,,
292,北京腾云天下科技有限公司,北京,"['精英团队', '扁平管理', '海量数据', '弹性工作']",500-2000人,2018-03-05 14:37:36,东城区,本科,C轮,开发/测试/运维类,移动互联网,"大数据,独角兽,技术成长,行业大牛","['云计算', '软件开发', 'OpenStack']",Python工程师J10008,20k-30k,不限,,
293,千言信息技术（上海）有限公司,上海,"['股票期权', '20天年假', '高端医疗保险', '学习基金计划']",50-150人,2018-02-28 17:09:59,静安区,本科,A轮,开发/测试/运维类,"电子商务,教育","国际团队,全球用户,在线教育,文化驱动","['教育', '旅游', '资深', '高级', '后端开发']",Python,15k-30k,5-10年,,
294,杭州嘉云数据科技有限公司,杭州,"['海量大数据', '世界级产品', 'AI', '智能供应链']",150-500人,2018-03-09 09:23:09,西湖区,本科,C轮,开发/测试/运维类,"电子商务,移动互联网","高并发,高流量,技术成长快,世界级产品",[],Python 开发工程师,15k-20k,1-3年,,
295,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 18:24:04,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,云计算,SaaS,生命科学","['资深', 'Java', '架构']",高级Python工程师,20k-30k,3-5年,,
296,北京钱方银通科技有限公司,北京,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",150-500人,2018-03-07 10:54:59,朝阳区,本科,B轮,技术,金融,六险一金，带薪年假，年度体检，自由氛围。,[],Python开发工程师,25k-30k,3-5年,,
297,杭州健培科技有限公司,杭州,"['技能培训', '带薪年假', '岗位晋升', '年度旅游']",150-500人,2018-03-06 15:46:34,江干区,本科,不需要融资,技术,"移动互联网,医疗健康",高薪、五险一金、氛围好,[],Python软件开发,10k-15k,1-3年,,
298,印孚瑟斯技术（中国）有限公司,深圳,"['节日礼物', '技能培训', '免费班车', '岗位晋升']",2000人以上,2018-03-06 10:51:10,龙岗区,大专,上市公司,开发/测试/运维类,移动互联网,"500强,外企,福利好,美女多","['web', '爬虫', '数据分析', 'js', 'Java']",python开发工程师,12k-15k,3-5年,,
299,北京弥财投资咨询有限公司,北京,"['一天两次冥想', '扁平管理', '五险一金', '弹性工作']",15-50人,2018-03-09 18:29:53,朝阳区,本科,A轮,开发/测试/运维类,金融,"金融科技,行业先驱,技术大牛,优秀同事","['金融', '支付', '资深', '中级']",高级Python开发工程师,20k-40k,5-10年,,
300,金色家园网络科技有限公司,北京,"['节日礼物', '带薪年假', '绩效奖金', '管理规范']",2000人以上,2018-03-09 11:35:22,东城区,本科,不需要融资,开发/测试/运维类,O2O,"股票期权,绩效奖金","['云计算', 'Java', '系统架构']",高级python工程师,20k-30k,5-10年,,
301,浙江力太科技有限公司,武汉,"['年底双薪', '股票期权', '专项奖金', '带薪年假']",150-500人,2018-03-09 10:47:12,洪山区,本科,C轮,开发/测试/运维类,"移动互联网,其他","六险一金,带薪年假,股票期权,周末双休","['Java', 'C/C++']",python工程师,15k-30k,3-5年,,
302,仁科互动（北京）信息科技有限公司,北京,"['技能培训', '节日礼物', '年底双薪', '绩效奖金']",500-2000人,2018-02-26 09:06:08,朝阳区,本科,D轮及以上,开发/测试/运维类,"移动互联网,数据服务",弹性工作，扁平管理，丰厚年终奖，五险一金,"['云计算', '信息安全', 'linux', 'OpenStack']",Python开发工程师,25k-35k,3-5年,,
303,深圳市易讯天空网络技术有限公司,深圳,"['股票期权', '绩效奖金', '专项奖金', '交通补助']",150-500人,2018-03-10 23:35:36,南山区,本科,上市公司,开发/测试/运维类,"移动互联网,电子商务",氛围轻松,"['游戏', '后端开发', 'php', 'Java', 'MySQL', '后端']",Python开发工程师,15k-25k,3-5年,,
304,北京乐信圣文科技有限责任公司,北京,"['交通补助', '午餐补助', '项目奖金', '季度奖金']",50-150人,2018-03-10 16:59:16,海淀区,本科,B轮,开发/测试/运维类,移动互联网,"项目奖金,五险一金,季度奖金,年终奖",[],高级Python开发工程师,20k-40k,3-5年,,
305,深圳市乐易网络有限公司,深圳,"['技术大牛', '高逼格环境', '两次年度旅游', '福利倍儿好']",150-500人,2018-03-09 11:38:47,南山区,本科,A轮,开发/测试/运维类,"移动互联网,游戏","五险一金,年终奖金,两次调薪,大神指导","['游戏', '数据分析', '数据库', '后端', '全栈']",python开发工程师,10k-20k,3-5年,,
306,北京点石经纬科技有限公司,北京,"['五险一金', '带薪年假', '节日礼物', '年度旅游']",150-500人,2018-03-09 10:45:50,海淀区,本科,B轮,开发/测试/运维类,"移动互联网,教育","待遇好,大牛多,平台好","['中级', '初级', 'Java', '架构']",Python工程师,10k-20k,1-3年,,
307,维我软件（上海）有限公司北京分公司,北京,"['行业领先', '超长年假', '年度旅游']",500-2000人,2018-03-07 18:24:04,朝阳区,本科,上市公司,开发/测试/运维类,"移动互联网,企业服务","纽交所上市,云计算,SaaS,股票","['资深', 'Java', '云服务', 'web']",高级Python工程师,25k-35k,5-10年,,
308,上海悦易网络信息技术有限公司,上海,"['节日礼物', '股票期权', '专项奖金', '带薪年假']",500-2000人,2018-03-07 15:53:35,杨浦区,本科,D轮及以上,开发/测试/运维类,"电子商务,O2O","团队大牛,期权激励,D轮公司,行业独角兽","['资深', '分布式', '爬虫']",python工程师,15k-25k,3-5年,,
309,上海谷露软件有限公司,上海,"['团队融洽', '股票期权', '扁平管理', '帅哥多']",50-150人,2018-02-28 09:54:25,黄浦区,本科,A轮,开发/测试/运维类,"数据服务,招聘","工程师文化,年轻,大牛,爽","['后端开发', 'web', '爬虫', '服务器端', 'php', 'Java']",Python开发工程师,13k-25k,不限,,
310,深圳市博奥特科技有限公司,深圳,"['绩效奖金', '领导好', '帅哥多', '美女多']",150-500人,2018-03-10 15:03:29,福田区,大专,未融资,开发/测试/运维类,"移动互联网,金融","行业前景好,发展空间大,有“钱”景",['django'],高级python开发工程师,15k-25k,3-5年,,
311,达而观信息科技（上海）有限公司,深圳,"['股票期权', '扁平管理', '领导好', '大牛团队']",50-150人,2018-03-09 10:49:42,南山区,本科,A轮,开发/测试/运维类,移动互联网,"六险一金,12天年假,专业培训,技术提升","['C/C++', 'linux', 'Shell', 'Java']",Python开发工程师,8k-10k,1-3年,,
312,智线云科技（北京）有限公司,武汉,"['绩效奖金', '股票期权', '带薪年假', '弹性工作']",50-150人,2018-03-09 10:34:01,洪山区,本科,A轮,开发/测试/运维类,"移动互联网,数据服务","带薪年假,福利多,办公环境好,氛围自由","['软件开发', '大数据']",高级Python工程师,8k-16k,3-5年,,
313,广州游爱网络技术有限公司,广州,"['年终分红', '绩效奖金', '专项奖金', '年底双薪']",500-2000人,2018-03-09 10:03:38,天河区,大专,上市公司,技术,"移动互联网,游戏",五险一金 包三餐 全勤奖 项目奖金 年底双薪,"['游戏', 'node.js', 'php', '后端', 'SDK']",Python,8k-10k,1-3年,,
314,上海泛微网络科技股份有限公司,上海,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,2018-03-08 11:36:48,闵行区,大专,上市公司,开发/测试/运维类,"移动互联网,企业服务","上市公司,免费三餐,员工旅游,健身房","['信息安全', 'linux', 'Nginx', '系统工程师']",运维工程师（python）,8k-12k,1-3年,,
315,金色家园网络科技有限公司,北京,"['节日礼物', '带薪年假', '绩效奖金', '管理规范']",2000人以上,2018-03-09 11:35:22,东城区,本科,不需要融资,产品/需求/项目类,O2O,"股票期权,绩效奖金","['云计算', '产品经理', 'linux', 'C++', 'Java', '架构']",中级python工程师,15k-25k,3-5年,,
316,深圳市博悦科创科技有限公司,深圳,"['年底双薪', '定期体检', '绩效奖金', '技能培训']",500-2000人,2018-03-07 14:11:17,南山区,大专,不需要融资,开发/测试/运维类,移动互联网,项目好，福利好，有发展前景,"['Java', '数据库']",python开发工程师,7k-14k,1-3年,,
317,北京高域海汇科技有限公司,北京,"['""""']",50-150人,2018-03-05 12:10:54,朝阳区,本科,不需要融资,开发/测试/运维类,移动互联网,薪资面议,['数据分析'],Python开发工程师,15K-25K,1-3年,,
318,北京一览科技有限公司,北京,"['股票期权', '弹性工作', '领导好', '扁平管理']",150-500人,2018-02-22 10:45:37,朝阳区,本科,B轮,开发/测试/运维类,"移动互联网,文化娱乐",福利优厚,"['资深', '高级', '中级', '软件开发', '大数据', 'django']",python开发工程师,20k-40k,不限,,
319,宁波新希望信息技术有限公司,宁波,"['技能培训', '年底双薪', '专项奖金', '带薪年假']",50-150人,2018-03-09 13:56:26,江北区,本科,未融资,技术,"企业服务,生活服务",出国机会，上升空间，踏实做事，靠谱,"['php', 'Java', 'MySQL', '资深', 'MQ']",Python,10k-15k,3-5年,,
320,上海炽聚网络科技有限公司,深圳,"['绩效奖金', '交通补助', '带薪年假', '定期体检']",50-150人,2018-03-09 13:16:24,南山区,本科,A轮,开发/测试/运维类,"电子商务,企业服务",热点行业，五险一金，待遇从优,"['中级', '软件开发', '云管理']",Python开发工程师,12K-20K,1-3年,,
321,北京陌上花科技有限公司,北京,"['股票期权', '岗位晋升', '弹性工作', '绩效奖金']",50-150人,2018-03-09 10:30:07,海淀区,本科,B轮,开发/测试/运维类,移动互联网,"股票期权,绩效奖金,技术大牛,弹性工作","['视频', '直播', '后端开发', 'linux']",高级Python开发工程师,20k-40k,3-5年,,
322,杭州雅顾科技有限公司,杭州,"['午餐补助', '带薪年假', '绩效奖金', '节日礼物']",50-150人,2018-03-05 17:04:49,西湖区,本科,不需要融资,开发/测试/运维类,"移动互联网,企业服务","团队年轻,行业排名前,高绩效,不加班","['中级', 'php', 'Java', 'web', '架构']",python工程师,10k-15k,1-3年,,
323,北京影谱科技股份有限公司,北京,"['年度旅游', '定期休假', '七险一金', '午餐补助']",50-150人,2018-03-01 09:29:18,东城区,本科,上市公司,开发/测试/运维类,"文化娱乐,广告营销","上市公司,项目奖金,全额社保,各种补助","['linux', 'C++']",Python开发工程师,15k-25k,3-5年,,
324,深圳布谷鸟信息科技有限公司,深圳,"['高颜值公司', '发展潜力大', '美女多', '岗位晋升']",500-2000人,2018-02-26 11:57:56,南山区,本科,不需要融资,开发/测试/运维类,"电子商务,移动互联网","五险一金,绩效奖金,技术大牛多,团队年轻化","['高级', 'php', '架构', 'django']",Python开发工程师,10k-20k,3-5年,,
325,武汉北蚁网络科技有限公司,武汉,"['年底双薪', '绩效奖金', '休闲餐点', '五险一金']",50-150人,2018-03-10 16:55:23,东湖新技术开发区,大专,不需要融资,开发/测试/运维类,"电子商务,移动互联网","五险一金,绩效奖金,休闲餐点","['云计算', '爬虫', 'php', 'Java']",Python高级开发工程师,10k-15k,5-10年,,
326,宁波清车电气有限公司,宁波,"['技能培训', '年底双薪', '带薪年假', '岗位晋升']",15-50人,2018-03-09 15:07:04,镇海区,大专,未融资,开发/测试/运维类,电子商务,"五险一金,做五休二,带薪年假,年底双薪","['MySQL', 'django']",Python软件工程师,6k-8k,1-3年,,
327,深圳贝尔创意科教有限公司,深圳,"['专项奖金', '绩效奖金', '定期体检', '节日福利']",500-2000人,2018-03-09 11:23:25,南山区,本科,上市公司,开发/测试/运维类,其他,"发展晋升,项目奖多,内部培训,福利津贴","['云计算', 'php', 'Java', '系统开发']",Python 开发工程师,15k-30k,3-5年,,
328,人人行科技有限公司,北京,"['年底双薪', '节日礼物', '绩效奖金', '岗位晋升']",2000人以上,2018-03-09 09:27:41,朝阳区,本科,C轮,开发/测试/运维类,"移动互联网,金融",九鼎控股；有钱任性；六险一金；福利好,"['云计算', '信息安全', '大数据']",高级Python,25k-35k,3-5年,,
329,阿基米德（上海）传媒有限公司,上海,"['年底双薪', '带薪年假', '绩效奖金', '扁平管理']",50-150人,2018-03-08 17:44:59,长宁区,本科,B轮,技术,"移动互联网,电子商务",五险一金、补充公积金、13薪、饭贴,"['云计算', 'linux', 'php', 'Java', '解决方案']",Python软件开发工程师,15k-22k,1-3年,,
330,苏州睿小麟教育科技有限公司,苏州,"['股票期权', '带薪年假', '午餐补助', '年底双薪']",少于15人,2018-03-08 13:16:11,工业园区,本科,天使轮,开发/测试/运维类,"移动互联网,教育","弹性工作,硅谷文化,国际化团队,股权激励","['高级', '服务器端', 'php', 'Java']",资深Python研发工程师,15k-25k,3-5年,,
331,武汉佰钧成技术有限责任公司,深圳,"['带薪年假', '计算机软件', '管理规范', '定期体检']",2000人以上,2018-03-08 09:20:01,南山区,大专,不需要融资,开发/测试/运维类,移动互联网,"仿真模型,六险一金,节日福利,法定假期","['高级', '中级', '大数据', 'SQL', 'hadoop']",python开发工程师,10k-17k,3-5年,,
332,上海大岂网络科技有限公司,上海,"['带薪年假', '定期体检', '年终分红', '节日礼物']",50-150人,2018-03-08 09:06:40,徐汇区,本科,B轮,开发/测试/运维类,移动互联网,"B轮公司,大数据团队,发展空间大,超长年假","['php', 'Java', 'MySQL']",python工程师,10k-20k,1-3年,,
333,车好多旧机动车经纪(北京)有限公司,北京,"['带薪年假', '弹性工作', '免费班车', '美女多']",2000人以上,2018-03-10 11:39:50,海淀区,本科,B轮,开发/测试/运维类,O2O,核心部门、团队氛围nice、期权奖励,['云计算'],高级python开发工程师,20k-40k,3-5年,,
334,酷转猫友（武汉）科技有限公司,武汉,"['带薪年假', '定期体检', '绩效奖金', '技能培训']",50-150人,2018-03-10 11:10:24,江夏区,本科,A轮,开发/测试/运维类,"移动互联网,社交网络","项目有潜力,环境舒适,团队激情,待遇丰厚","['资深', '后端开发', 'Java', '服务器端']",高级Python开发工程师,15k-20k,3-5年,,
335,北京智融时代科技有限公司,北京,"['股票期权', '绩效奖金', '五险一金', '带薪年假']",150-500人,2018-03-09 18:39:09,,本科,C轮,技术,金融,"成长空间,技术驱动,顶尖团队,弹性工作",[],高级Python开发工程师,20k-40k,3-5年,,
336,上海风创信息咨询有限公司,上海,"['节日礼物', '年底双薪', '绩效奖金', '定期体检']",500-2000人,2018-03-09 18:06:39,静安区,不限,C轮,开发/测试/运维类,教育,"大牛多,扁平化管理,弹性工时","['php', 'Java']",高级Python开发,15k-25k,3-5年,,
337,广州机智云物联网科技有限公司,广州,"['股票期权', '专项奖金', '带薪年假', '绩效奖金']",150-500人,2018-03-09 12:21:14,天河区,本科,B轮,开发/测试/运维类,"移动互联网,硬件","五险一金,绩效奖金,交通补贴,弹性工作制","['云计算', 'django']",python开发,10k-15k,1-3年,,
338,深圳市雁联计算系统有限公司,上海,"['节日礼物', '技能培训', '带薪年假', '绩效奖金']",500-2000人,2018-03-08 17:38:51,浦东新区,本科,不需要融资,开发/测试/运维类,金融,福利好、同事氛围融洽、职位晋升空间大,['后端开发'],Python开发工程师,10k-17k,1-3年,,
339,北京第三石科技发展有限公司,北京,"['股票期权', '交通补助', '带薪年假', '扁平管理']",50-150人,2018-03-08 15:24:13,朝阳区,本科,B轮,开发/测试/运维类,"移动互联网,电子商务",浓厚的技术氛围，良好的发展前景，福利多多,"['资深', '后端开发', 'Java', 'MySQL']",【5Miles】Python开发工程师,15k-30k,3-5年,,
340,凤凰飞扬（北京）新媒体信息技术有限公司,北京,"['免费班车', '八险一金', '各色型男', '过节大礼包']",2000人以上,2018-03-08 15:03:49,朝阳区,本科,上市公司,开发/测试/运维类,移动互联网,八险一金、优秀团队,['Java'],Python工程师-北京-01084,15k-25k,3-5年,,
341,蜜柚网络科技（上海）有限公司,上海,"['技能培训', '节日礼物', '股票期权', '带薪年假']",150-500人,2018-03-08 11:02:00,黄浦区,本科,不需要融资,开发/测试/运维类,"社交网络,文化娱乐","大牛带你飞,零食不断,过亿用户","['社交', '后端开发', '分布式', 'redis', '架构']",高级Python开发工程师,25k-50k,3-5年,,
342,江苏五星电器有限公司,南京,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",2000人以上,2018-03-09 18:00:52,鼓楼区,本科,不需要融资,开发/测试/运维类,"电子商务,生活服务",五险一金 工作氛围好 SAP上线中 双休,"['运维', '系统工程师']",Python开发工程师,7k-12k,1-3年,,
343,博瑞天下（北京)科技有限公司,北京,"['股票期权', '扁平管理', '美女多', '五险一金']",50-150人,2018-03-09 17:07:47,海淀区,本科,A轮,开发/测试/运维类,"移动互联网,金融","核心产品,团队氛围好,业务前景大,指导新人","['信息安全', '服务器端', 'php', '架构']",高级python工程师,20k-35k,3-5年,,
344,北大医疗信息技术有限公司,北京,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",500-2000人,2018-03-09 16:31:53,海淀区,本科,不需要融资,开发/测试/运维类,医疗健康,"五险一金,绩效奖金,年终奖,补充医疗","['云计算', 'web前端', 'linux', '大数据', 'MySQL']",Python开发工程师,6k-12k,1-3年,,
345,北京好巧国际旅行社有限公司,北京,"['五险一金', '弹性工作', '扁平管理', '百万医疗']",150-500人,2018-03-09 13:52:46,朝阳区,本科,B轮,开发/测试/运维类,数据服务,"带薪年假,弹性工作,五险一金,股票期权",[],python高级工程师,25k-35k,5-10年,,
346,乐格商业咨询（深圳）有限公司,深圳,"['节日礼物', '技能培训', '职业发展预期', '岗位晋升']",150-500人,2018-03-09 11:21:27,福田区,本科,A轮,开发/测试/运维类,"企业服务,数据服务","精英团队,个人成长,外企文化,创业精神","['后端开发', '架构']",Python高级开发工程师,16k-30k,3-5年,,
347,上海宏路数据技术股份有限公司,上海,"['绩效奖金', '五险一金', '带薪年假', '年度旅游']",50-150人,2018-03-09 10:13:22,虹口区,不限,上市公司,开发/测试/运维类,移动互联网,扁平化 成长快 氛围好,"['php', 'Java']",Python开发工程师,7k-14k,不限,,
348,两鲜商贸（上海）有限公司,上海,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",150-500人,2018-03-09 09:50:16,浦东新区,大专,A轮,开发/测试/运维类,电子商务,"氛围轻松,大牛带教","['电商', '后端开发', 'php', 'Java']",Python 开发工程师,10k-15k,1-3年,,
349,上海厚本金融信息服务有限公司,上海,"['技能培训', '年底双薪', '股票期权', '带薪年假']",2000人以上,2018-03-09 09:29:11,黄浦区,本科,A轮,开发/测试/运维类,金融,"技术前沿,优渥待遇,学习成长","['高级', '爬虫', '服务器端', '自动化']",Python/Go 运维开发工程师,15k-25k,3-5年,,
350,深圳市博奥特科技有限公司,深圳,"['绩效奖金', '领导好', '帅哥多', '美女多']",150-500人,2018-03-09 09:04:59,福田区,大专,未融资,开发/测试/运维类,"移动互联网,金融","晋升机会大,五险一金,公积金","['金融', '中级', '大数据', '数据挖掘', '算法']",高级python开发工程师,13k-25k,5-10年,,
351,联想（北京）有限公司,北京,"['技能培训', '待遇优厚', '晋升空间', '五险一金']",2000人以上,2018-03-08 11:00:36,海淀区,本科,上市公司,开发/测试/运维类,"移动互联网,数据服务","福利全面,上市公司","['云计算', '软件开发', 'linux']",python开发高级工程师,18k-35k,3-5年,,
352,上海勃池信息技术有限公司,上海,"['股票期权', '扁平管理', '岗位晋升', '五险一金']",50-150人,2018-03-08 09:57:15,静安区,本科,天使轮,开发/测试/运维类,"金融,数据服务","年底双薪,地铁周边,期权激励,弹性工作","['大数据', '数据挖掘', '爬虫']",Python开发工程师,10k-20k,1-3年,,
353,上海壤歌市场营销策划有限公司,上海,"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",50-150人,2018-03-05 11:29:05,徐汇区,不限,A轮,技术,"移动互联网,企业服务","技术氛围,技术驱动,氛围年轻,福利多",[],Python,12k-24k,3-5年,,
354,中科视拓（北京）科技有限公司,北京,"['交通补助', '午餐补助', '扁平管理', '弹性工作']",50-150人,2018-03-05 11:27:29,海淀区,不限,A轮,开发/测试/运维类,企业服务,"五险一金,团建津贴,免费体检,节日礼金",['大数据'],Python高级工程师,25k-40k,1-3年,,
355,信必优(深圳)信息技术有限公司,深圳,"['节日礼物', '年底双薪', '带薪年假', '年度旅游']",2000人以上,2018-03-02 14:17:20,南山区,大专,未融资,开发/测试/运维类,"移动互联网,电子商务","金融项目,六险一金,加班少,加班费","['云计算', 'Java', 'MySQL', '系统分析']",Python开发工程师,12k-16k,3-5年,,
356,杭州传送门网络科技有限公司,杭州,"['初创企业', '互联网化', '去中心化', '领导Nice']",50-150人,2018-02-28 15:53:40,西湖区,大专,B轮,开发/测试/运维类,社交网络,双休 弹性工作制 海外游,"['自动化', 'django']",Python开发工程师,8k-16k,1-3年,,
357,成都路行通信息技术有限公司,成都,"['年度旅游', '岗位晋升', '管理规范', '定期体检']",500-2000人,2018-03-11 15:13:30,高新区,本科,不需要融资,开发/测试/运维类,"移动互联网,生活服务","高绩效奖励,多维度发展,完善福利,人性化管理","['后端开发', 'php', 'Java', 'MySQL', '后端']",Python开发工程师（中高级）,12k-20k,3-5年,,
